keyeng,keybn,corbang,blank
shilpokola,শিল্পকলা,,
eshita,ঈশিতা,,
mania,মাণিআ,,
vawaliapara,ভাওয়ালিয়াপাড়া,,
hakims, হাকিমস ,,
manik,মানিক,,
ala,আলা ,,
electronics,ইলেক্ট্রনিক্স,,
manil,মানিল,,
manim,মানিম,,
meryam,মারয়াম,,
tayon,টায়ন ,,
asfia,আসফিয়া,,
zobeda,জোবেদা,,
cmh,   সি এমএইছ  ,,
tayob,তাওবা,taoba,
bayote,বায়োতে,,
faez,ফয়েজ,foyez,
sodesh,স্বদেশ,,
zaiyan,জাইয়ান,,
moulovirtek,মৌলভীরটেক   ,,
walidullah,ওলিদুল্লাহ,,
ovilash,অভিলাষ,,
math,ম্যাথ,,
sorbat,শরবত,shorbot,
poppy,পপি,,
delowar,দেলোয়ার,,
madhuri,মাধুরী,,
biyam,বিয়াম,,
knitwear,নীটওয়্যার,,
ifad,ইফাদ,,
toushin,তুসিন,tushin,
panthoneer,পান্থনীর,,
speck,স্পিক,speak,
cabling,ক্যাবলিং,,
shamlao,সামলাও,,
ifaj,ইফাজ,,
harunur,হারুনুর,,
shompuna,শম্পুনা ,,
chef,শেফ,,
ifat,ইফাত,,
tawar,টাওয়ার,tower,
shahtho,ষষ্ঠ,shostho,
didar,দিদার,,
zayan,জায়ান,,
faridpury,ফরিদপুরী,foridpuri,
chem,চেম,,
ifaz,ইফাজ,,
panda,পান্ডা,,
machines,মেশিন্স ,,
farook,ফারুক,,
alu,আলু,,
verdina, ভারডীণা ,,
bipasa,বিপাশা,bipasha,
majpat,মাজপাট,,
sype,টাইপ  ,type,
tejpata,তেজপাতা,,
poddar,পোদ্দার,,
nina, নিনা ,,
amuk,অমুক,omuk,
ayman,আয়মান,,
riajbagh,রিয়াজবাগ,,
juwellers,জুয়েলারস ,,
ganbindu,গানবিন্দু ,,
tola,তোলা,,
zamia,জামিয়া,,
anandhanagar,অনান্ধনগর ,onandhonagar,
cressida,ক্রেসিডা,,
kallyanpur,কল্যাণপুর,,
kolpotoru,কল্পতরু,,
mejang,মেজাং,,
aeroplane,এরোপ্লেন,,
tufan,তুফান,,
sandhani,সন্ধানী,,
parwana,পারবনা,parbona,
chadukur,চাঁদকুর,,
kutubkhana,কুতুবখানা,,
same,সেম ,,
celebration,সেলিব্রেশন ,,
mastorat, মেস্টোরেট ,,
ojanta,অজান্তা ,,
durjoy,দুর্জয়,,
tiham,    তিহাম ,,
noortaj,নূরতাজ,,
tihan,তিহান,,
muhiuddin,মহীউদ্দীন,,
rejwan,রেজওয়ান,,
study,স্টাডি,,
poramorsho,পরামর্শ,,
tahira,তাহিরা,,
agomoni,আগমনী,,
hansa,হাঁস,hash,
akj,একেযে,,
aki, একেআই ,,
lotiifa, লতিফা  ,,
yahia,ইয়াহিয়া,yahiya,
akm,একেএম ,,
akc, একেসি ,,
aka, একেএ ,,
anonthir,অনন্থির,,
mahoram,মাহরাম,,
energypac,এনার্জিপ্যাক ,,
laju,লাজু,,
jhalmuri,ঝালমুড়ি,,
monzuri,মন্জুরি,,
lotifa,লতিফা  ,,
tempu,টেম্পু,,
ranavola,রানাভোলা,,
tannmay,তানন্মায়,,
brs,  বিআরএস ,,
nakshi,নকশি,,
shubeccha,শুভেচ্ছা,,
singapur,সিঙ্গাপুর,,
noboboron,নববরণ,,
jolilur,জলিলুর,,
nirapotta,নিরাপত্তা,,
fourkon,ফোরকোন,,
mehjabin,মেহজাবিন,,
majib,মাজিব,,
total,টোটাল,,
brb, বিআরবি ,,
hojaifa,হুজাইফা,,
sarah,সারাহ,,
plot,প্লট,,
sarak,সড়ক,shorok,
winterlake,উইন্টারলেক,,
doha,দোহা,,
shagorika,সাগরিকা,,
abashik,আবাসিক,,
mokyl,মোকিল,mokil,
sweater,সুয়েটার  ,,
coins, কয়েন্স,"
",
shodia,সোডা,soda,
shoukhin,সৌখিন,,
simantik,সীমান্তিক,,
mohamnadpur,মোহাম্নদপুর,,
come, কাম ,,
kotbari,কোটবাড়ী,,
karigor,কারিগর,,
knoll,নল ,,
sarat,সারাটা,sharata,
jesh,জেস,,
shohana,সোহানা,,
kusum,কুসুম,kushum,
mehenur,মেহেনুর,,
marve,মারবে,marbe,
wirkshop,ওয়ার্কশপ,workshop,
easha,ঈশা,isha,
lablu,লাবলু,,
shotora, সততা  ,shotota,
port,পোর্ট,,
mather,মাঠের,,
nirbor,নির্বর,,
gunchil, গাংচিল ,gungchil,
monimukta,মনিমুক্তা,,
tnt,টিএনটি ,,
jamat,জামাত,,
word,ওয়ার্ড,,
jamas,জামাল,jamal,
majed,মাজেদ,,
work,ওয়ার্ক,,
basunia,বসুনিয়া,boshuniya,
autoparts,অটোপার্টস,,
samena,সামিনা,,
chogir,ছগির,,
era,  এরা ,,
tnc, টিএনসি ,,
blooming,ব্লুমিং,,
jaman,জামান,,
erm,ইআরএম ,,
jamal,জামাল,,
goldwn,গোল্ডেন ,golden,
gloria,গ্লোরিয়া,,
adhoyan,অধ্যান,oddhan,
radiance,রেডিয়ান্স,,
mujomder,মুজমদার,,
nojum,নজুম,,
monimul,মনিমুল,,
raowson,রাওসন ,,
india,ইন্ডিয়া,,
surokhha,সুরক্ষা,,
gofur,গফুর,,
shamolol,শ্যামলাল,shemlal,
arpoa,অর্পা,arpa,
repon,রিপন,ripon,
jatok,জাতক,,
nipaloy,নিপালয় ,,
alamas,আলমাস,,
babuganj,বাবুগঞ্জ,,
recovery,রিকভারি,,
monowar,মনোয়ার,,
oporajita,অপরাজিতা,,
samerset, সেইমরেস্ট ,samerest,
photocopy,ফটোকপি,,
bindia,বিন্দিয়া,,
sadharon,সাধারণ,shadharon,
lovly,লাভলী,lovely,
shakil,শাকিল,,
morog,মোরগ,,
bishwas,বিশ্বাস,,
kaji,কাজী,,
moron,মরণ,,
navila,নাবিলা,nabila,
morol,মোড়ল,,
sparknit,স্পার্কনিট ,,
shakib,শাকিব,,
pizza,পিজ্জা ,,
lal,লাল,,
lam,লাম ,,
hisam,হিশাম,,
matiar,মতিয়ার,motiyar,
lai,লাই,,
laj,লাজ,,
rythm, রিদম ,,
khorshed,খোরশেদ,,
robes,রোবেস,,
ataul,আতাউল,,
lab,ল্যাব,,
customs,কাস্টমস,,
olimpia,অলিম্পিয়া,,
adib,আদিব,,
kunjoni,কুঞ্জনী,,
lax,লাক্স,lux,
hosneara,হোসনেয়ারা,,
laz,লাজ,,
lat,লাট,,
suing,সুইং,,
rashedul,রাশেদুল,,
law,ল,,
adil,আদিল,,
srizan,সৃজন,srijon,
barek,বারেক,,
tanzila,তানজিলা,,
vera, ভিরা ,,
sheshu,শিশু,,
bongobondu,বঙ্গবন্ধু,,
biatul,বিয়াতুল,,
sijon,সিজন,,
schneider,  স্কেইনডার ,,
kakoly,কাকলী,kakoli,
jakiya,জাকিয়া,zakia,
juber,জুবের,,
green,গ্রিন,,
angelique,এঞ্জেলিক ,,
greel,গ্রিল,grill,
pushpita,পুষ্পিতা,,
loaman,লোকমান,,
tanjime,তানজিম,tanjim,
order,অর্ডার,,
shikeh,শিকেয়,,
bithy,বিথী,,
incir,ইন্সির,insir,
osimuddin,অসিমুদ্দিন,,
gjar,জার ,jar,
office,অফিস,,
tipti,তৃপ্তি,tripti,
arovi,আরবি,aarbi,
zen,জেন্,,
neta,নেতা,,
manikjan,মানিক্যান,,
ovillash,অভিলাষ,ovilash,
munasef,মুনাসেফ ,,
ahsanil,আহ্সানিল,,
sohail,সোহাইল,,
innovative,ইনোভেটিভ,,
japan,জাপান,,
paharika,পাহাড়িকা,,
nets,নেটস,,
mayor,মেয়র,,
ahsania,আহসানিয়া,,
nazimunnesa,নাজিমুন্নেসা,,
rosita,রশিটা ,,
jonaba,জনাবা ,,
sudhanshu,সুধাংশু,,
amirabad,আমিরাবাদ,,
orup,অরূপ,,
joyodhoni,জয়ধনী,,
shubha,শুভ,shuvo,
shaifuddin,সাইফুদ্দিন,,
khulanchol,খুলাঞ্চল,,
nijamul,নিজামুল,,
manjhil,মনজিল,monjil,
shakiders,সাকিডারস ,,
mashullha,মাশাআল্লাহ ,mashallah,
bakultola,বকুলতলা,,
harmony,হারমনি,,
sodor,সদর,,
heavem,হেভেন  ,,
coffee,কফি,,
sahrastik,শাহ্রাস্তিক,,
upoma,উপমা,,
masijd,মসিজদ,,
asroy,আশ্রয়,,
minaloy,মিনালয়,,
safe,সেফ,,
mostufa,মোস্তুফা,mostofa,
safa,সাফা,,
break,ব্রেক ,,
banasree,বনশ্রী,,
bang,বেঙ  ,,
priyonka,প্রিয়ঙ্কা,,
panthapath,পান্থপথ,,
sador,সাদর ,,
borsat,  বরষাত ,,
dagroation,দাগৰাতিও,dagbatio,
safu,সাফা,safa,
bani,বাণী,,
bank,ব্যাঙ্ক,,
bread,ব্রেড,,
mijanurer,মিজানুরের,,
electro,ইলেক্ট্রো,,
rocky,রকি,,
oxygen,অক্সিজেন,,
dinga,ডিঙা,,
ataur,আতাউর,,
mint,মিন্ট,,
classified,ক্লাসিফাইড,,
parthib,পার্থিব,,
kheyali,খেয়ালি,,
shanai,সানাই,,
bogra,বগুড়া,,
shanaj,শানাজ,,
slaeha,সালেহা,saleha,
shanad,সনদ ,shonod,
madhomik,মাধ্যমিক,,
parthiv,পার্থিব,,
teliicom,টেলিকম ,telicom,
mahera,মাহেরা,,
ahammad,আহাম্মদ,,
alamgire,আলমগীর,alomgir,
roxy,রক্সি,,
khans,খান্স ,,
tsa, টিএসএ ,,
angan,অঙ্গন,ongon,
shimulia,শিমুলিয়া,,
palpo,পাল্প,pulp,
nawsad,নওশাদ,,
dulal,দুলাল,,
daliya,ডালিয়া,,
unnon,উন্নয়ন,,
shinepukur,সাইনপুকুর ,,
oposhad,অপবাদ,opobaad,
speedhost,স্পীডহোস্ট,,
hostel,হোস্টেল,,
jumuna,যুমুনা,,
shongit,সংগীত,,
network,নেটওয়ার্ক,,
bourani,বৌরানী,,
sarmin,শারমিন,,
tubewell,টিউবওয়েল,,
kalachadpur,কালাচাদপুর,,
kalachadput,কালাচাঁদপুর,kalachadpur,
autocad,অটোক্যাড,,
swapnil,স্বপ্নীল,,
manika,মনিকা ,monika,
medicine,মেডিসিন,,
dressbly,ড্রেসফ্লাই  ,dressfly,
monjurul,মঞ্জুরুল,,
marigold,ম্যারিগোল্ড,,
sampan,সাম্পান,,
berong,বেরং,,
aminbagh,আমিনবাগ,,
humayun,হুমায়ুন,,
tinvi,তিনভি  ,,
tatini, টাটিনী ,,
arties,অর্টিজ,,
muktals,মুক্তালস,,
kanchon,কাঞ্চন,,
muktijodha,মুক্তিযোদ্ধা,,
bowri,বোরি,,
ntv,এনটিভি ,,
faiyezia,ফাইয়েজিয়া,,
techno,টেকনো ,,
amys,  এমিস ,,
rauan,রাউয়ান ,,
bauniabadh,বাউনীআবাধ,,
rohomania,রহমানিয়া,,
konna,কন্যা,,
anam,আনাম,"
",
sowdagor,সওদাগর,,
shudhi,সুধী,,
corn, কর্ণ  ,"
",
shondip,সন্দীপ,,
laziz,লাজিজ,,
meeta, মিতা ,,
enterptise,এন্টারপ্রাইস,enterprise,
punshi,পানসী ,,
akkhi,অক্ষয়,okkhoy,
hire,হায়ার  ,,
saide,সাইডে,,
rupkotha,রুপকথা,,
maiju,মাইজু,,
kim,কিম,,
khokkon,খোক্কন,,
labur,  লেবর ,labour,
jonuk,জানুক,januk,
somser,সমসের,,
adobe,এডোবি,,
shetus,সেতুস,,
sohaugh,সোহাগ ,shohag,
champa,চম্পা,chompa,
bohor,বহর,,
delicious,ডেলিসিয়াস,,
jheel,ঝীল,,
irranni,ইর্রাননি,,
comic,কমিক,,
electronic,ইলেকট্রনিক,,
rohoman,রহমান,,
senhaa,  সেনহা ,,
upshom,উপশম,,
aira,আইরা,,
chattala,চট্টলা,,
confectionery, কনফেকশনারি ,,
rakhin, রাখিন,,
harun,হারুন,,
confectioners,কনফেকশনারস,,
elevator,এলিভেটর,,
airs, এয়ার্স   ,"
",
joha,জোহা,,
bikotz,বিকটজ  ,,
ireen,আইরিন,,
mujammel,মুজাম্মেল,,
john,জন,,
shopneer,স্বপ্নের ,shopner,
khairun,খাইরুন,,
radyed,রেডিয়েড,,
mosaraf,মোশারফ,,
masallah,মাশাল্লাহ,,
laximpur,ল্যাক্সিমপুর,,
bishwarong,বিশ্বরং,,
tithu,টিটু,,
albert,আলবার্ট,,
meherun,মেহেরুন,,
basri,বাসরী,,
kamini,কামিনী,,
automotive,অটোমোটিভ,,
tithi,তিথি,,
hosaain,হোসাইন,,
mikado,মিকাডো,,
hasnabad,হাসনাবাদ,,
naha,নাহা   ,,
rupoker,রূপকের,,
toronto,টরন্টো,,
empori,এম্পোরি,,
ehsanul,এহসানুল,,
nagarmela,নগরমেলা,nogormela ,
tiara,   টিয়ারা,,
diamonte, ডায়মন্ড  ,diamond,
magnet,ম্যাগনেট,,
meteorology,মেটেওরোলোজি,,
shamsur,শামসুর,,
menshion,ম্যানশন,Manshon,
towhidul,তৌহিদুল,,
shamsun,শামসুন,,
sonet,সনেট,,
ongo,অঙ্গ,,
jehan,জেহান,,
iron,আইরন,,
bindu,বিন্দু,,
sheltech,শেলটেক,,
minus,মাইনাস,,
enhancement,এনহ্যান্সমেন্ট,,
khosnur,খোশনুর,,
khelna,খেলনা,,
paul,পল,,
sonali,সোনালী,,
jhade,ঝড়ে,jhorey,
owarshi,ওয়ারসি,,
neptune,নেপচুনে,,
cartein,সারটেইন     ,certain,
lulu,লুলু,,
nepun,নিপুন,,
tasmiya,তাসমিয়া,,
uddash,উদ্দেশ,uddesh,
shoali,শোয়ালি ,,
najid,নাজিদ,,
gariber,গরিবের,goriber,
barishon,বরিষণ,borishon,
boogi, বুগি ,,
ekhushe,এখুশে,,
pretom,প্রিতম,,
genuine,জেনুইন,,
magnus, মেগনাস,,
convenient,কনভেনিয়েন্ট,,
casual,ক্যাজুয়াল,,
luxury,  লাক্সারি ,,
somajsheba,সমাজসেবা,,
reals, রিয়ালস,,
naime,নেমে,neme,
shukonna,সুকন্যা,,
piaree,পিয়ারী,piyari,
prosikhhon,প্রশিক্ষণ,,
alfala,আলফালা,,
prioshi,প্রিয়সী,,
dominous,ডোমিনোস,,
iceland,আইস্ল্যাণ্ড,,
roma,রোমা,,
piaret,  পাইরেট ,pirate,
sofiuddin,সফিউদ্দিন,,
germany,জার্মানি,,
rawshan,রওশন,,
madda,মাদ্দা,,
mehndi,মেহন্দি,mehendi,
phase,ফেইস ,,
tushki, টুসকি ,,
minakshi,মীনাক্ষী,,
niha,নিহা,,
confectioner,কনফেকশনার ,,
fitter,ফিলটার ,filter,
kamarpara,কামারপাড়া,,
alumni,অ্যালামনাই,,
prokolpo,প্রকল্প,,
deacon, ডীকন  ,,
putol,পুতুল,putul,
aujanta,অজান্তা,ojanta,
geyanbindu,গেয়ানবিন্দু,,
photomatik,ফটোমেটিক,,
tajira,  তাজিরা ,,
nibras,নিব্রাস,,
majerion,মাজেরিন,,
zaren,জারিন,zarin,
aryan,আরিয়ান,ariyan,
anondho,আনন্ধ,,
khaja,খাজা,,
sahorashtra,সাহরাষ্ট্র,,
mostafa,মোস্তফা,,
sukuria,শুকুরিয়া,,
damen,দমন,domon,
polymer,পলিমার,,
